profile_id,user_id,time_window_days,model,profile_type,profile_text
user_000024/30d/deepseek/user_facing,user_000024,30,deepseek-r1:8b,user_facing,"The user has listened to a diverse selection of indie and alternative music, primarily from the United States and featuring artists from the 2000-2007 timeframe. Tracks include indie rock, folk, indie pop, and singer-songwriter styles, suggesting an appreciation for these specific subgenres within the indie umbrella."
user_000024/30d/deepseek/rec_optimized,user_000024,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, indie rock, indie pop, indie folk, alternative, rock, singer-songwriter, folk, alternative rock, acoustic, United States, UK, Canada, 2000s, 2004, 2007, 2008, 2022, 2024, folk rock, Lo-Fi
QUERIES:
1) indie rock bands 2000s
2) indie pop songs from usa
3) folk singer songwriter music
4) alternative rock bands 2004
5) indie artists uk"
user_000024/90d/deepseek/user_facing,user_000024,90,deepseek-r1:8b,user_facing,"The user has listened to a diverse selection of indie and alternative tracks, primarily from the United States, with a slight emphasis on indie rock and indie pop, though most plays are recent explorations."
user_000024/90d/deepseek/rec_optimized,user_000024,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, indie rock, indie pop, alternative, folk, indie pop, indie, alternative rock, indie, alternative, indie pop, indie rock, indie, indie pop, indie rock, indie, alternative, indie
QUERIES:
1) indie rock bands recently played
2) indie pop artists from usa
3) alternative music recommendations
4) folk rock songs just listened to
5) indie artists from the uk"
user_000024/180d/deepseek/user_facing,user_000024,180,deepseek-r1:8b,user_facing,"The user has a strong preference for indie rock and alternative music, particularly from United States artists released between 2003-2022. They appear to enjoy songs with rock elements, sometimes combined with pop or folk influences, and seem to favor artists with indie credentials, though some genres like folk rock and singer-songwriter leanings are also present in their listening history."
user_000024/180d/deepseek/rec_optimized,user_000024,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie rock, alternative, indie pop, folk rock, rock, United States, 2000s, Kings Of Leon, The National, Rogue Wave, Fleet Foxes, The Shins, Death Cab For Cutie, Band Of Horses, French Kicks, Guster, Ambulance Ltd, Andrew Bird, Pete Yorn, Pinback, Someone Still Loves You Boris Yeltsin, indie, alternative rock, Lo-Fi, Alt-country, post-punk, 2004, 2006, 2007, 2008, 2022, playcount, main genre, secondary genre
QUERIES:
1) ""indie rock bands with rock influence""
2) ""alternative music artists""
3) ""indie pop songs from US""
4) ""folk rock bands like Fleet Foxes""
5) ""indie artists post 2000"""
user_000024/365d/deepseek/user_facing,user_000024,365,deepseek-r1:8b,user_facing,"This user has listened to several indie rock and alternative tracks primarily from the 2000s, including some more recent releases. They seem to enjoy music with elements of indie, rock, and sometimes folk or singer-songwriter influences, often featuring indie pop or alternative characteristics. The higher playcounts on some tracks suggest a preference for specific artists or songs within these genres."
user_000024/365d/deepseek/rec_optimized,user_000024,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: Indie, Rock, Alternative, Folk, Indie Pop, Singer-Songwriter, Alt-country, Post-punk, Lo-Fi, Indie Rock, American, British, United States, United Kingdom, 2003, 2004, 2005, 2006, 2007, 2008, 2022
QUERIES:
1) Indie rock songs
2) Alternative rock bands
3) Folk rock albums
4) Indie pop artists
5) Lo-Fi music tracks"
user_000025/30d/deepseek/user_facing,user_000025,30,deepseek-r1:8b,user_facing,"This user consistently listens to electronic and hip-hop tracks, with a strong preference for indie rock and alternative music. They enjoy artists like Rjd2 and Daft Punk, exploring genres such as jazz, soul, and ska, suggesting a diverse taste in music across various styles."
user_000025/30d/deepseek/rec_optimized,user_000025,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: Hip-Hop, Electronic, indie rock, soul, jazz, alternative rock, british, trip-hop, underground hip-hop, rap, indie, rock, uk, usa, electronic music, indie artists, electronic dance, alternative, stoner rock, ska, classic rock
QUERIES:
1) Electronic music like Daft Punk
2) British indie rock bands
3) Hip-hop with electronic elements
4) Alternative rock artists similar to Bloc Party
5) Electronic dance music tracks"
user_000025/90d/deepseek/user_facing,user_000025,90,deepseek-r1:8b,user_facing,"The user frequently listens to electronic, hip-hop, and indie rock tracks, particularly enjoying electronic and hip-hop genres with some alternative and experimental elements, often featuring UK or US artists."
user_000025/90d/deepseek/rec_optimized,user_000025,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, hip-hop, indie rock, british, alternative, indie, rock, dance, poptron, jazz, soul, grunge, skiffle, jazz rock, classic rock, stoner rock, underground hip-hop, rap, piano, folk, singer-songwriter, acoustic, underground, alternative rock, experimental, underground electronic, classic, 70s, 90s, british rock, french
QUERIES:
1) electronic beats, hip-hop tracks, indie rock music
2) british indie music, electronic dance music, alternative rock
3) experimental hip-hop, stoner rock, old soul music
4) french electronic music, piano jazz, folk rock
5) underground rock, indie singer-songwriter, alternative rock"
user_000025/180d/deepseek/user_facing,user_000025,180,deepseek-r1:8b,user_facing,"The user has listened to a diverse range of music including indie rock, hip-hop, electronic, and soul, with a strong preference for tracks from the United States and United Kingdom. They seem to enjoy both contemporary and older releases (from the 70s, 90s, and 2000s), particularly those featuring alternative, rock, or electronic elements, with several artists carrying a 'British' or 'indie' influence."
user_000025/180d/deepseek/rec_optimized,user_000025,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, rock, hip-hop, electronic, soul, alternative, uk, usa, british, american, indie rock, electronic music, trip-hop, grunge, ska, stoner rock, 70s, 90s, alternative rock, underground, oldies, piano, uk rap, american soul
QUERIES:
1) indie rock bands
2) uk electronic music
3) american hip hop artists
4) british grunge acts
5) 90s alternative rock"
user_000025/365d/deepseek/user_facing,user_000025,365,deepseek-r1:8b,user_facing,"The user has shown a clear preference for electronic and indie music, particularly tracks with electronic, trip-hop, and indie rock elements originating from the United States or the United Kingdom. There's also an interest in jazz and older genres like soul and 70s rock, with a notable affinity for artists associated with specific origins."
user_000025/365d/deepseek/rec_optimized,user_000025,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, indie rock, british, hip-hop, jazz, trip-hop, electronica, indie, uk, usa, alternative rock, grunge, ska, stoner rock, classic rock, underground hip-hop, acoustic, oldies, 70s, 90s
QUERIES:
1) Electronic music with trip-hop elements, artists like Daft Punk
2) British indie rock bands with high playcounts
3) Jazz piano artists like Jan Johansson
4) American underground hip-hop tracks, e.g., Rjd2
5) Alternative rock artists from the United States, e.g., Steely Dan"
user_000029/30d/deepseek/user_facing,user_000029,30,deepseek-r1:8b,user_facing,"The user's listening history includes a mix of indie rock, electronic, and Indian music, showing interest in alternative genres like britpop and shoegaze, alongside hip-hop and electronic dance elements."
user_000029/30d/deepseek/rec_optimized,user_000029,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie rock, hip-hop, electronic, Indian, britpop, shoegaze, A R Rahman, M.I.A., The Airborne Toxic Event, Elbow, Swervedriver, The Verve, Death Cab For Cutie, Fatboy Slim, Doves, Blur
QUERIES:
1) indie rock artists recent releases
2) electronic dance music british acts
3) A R Rahman top songs
4) M.I.A. lesser known tracks
5) indie alternative bands from UK"
user_000029/90d/deepseek/user_facing,user_000029,90,deepseek-r1:8b,user_facing,"The user enjoys a blend of indie rock and shoegaze, with a strong preference for alternative and dream pop elements, particularly from artists like Doves and Swervedriver. Tracks from the US, UK, and Italy are favored, including recent releases from 2023 and older classics like works by A. R. Rahman and The Verve. High playcounts indicate repeated enjoyment of specific pieces, suggesting a consistent taste for atmospheric, genre-blending music with international influences."
user_000029/90d/deepseek/rec_optimized,user_000029,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie rock, shoegaze, dream pop, alternative, indie, britpop, dream pop, british, american, electronic, bollywood, rock, alternative rock, indie pop, dream pop, shoegaze, dream pop, british, female vocalists, indie
QUERIES:
1) indie rock bands with shoegaze elements
2) dream pop songs from the 90s
3) alternative rock artists from the UK
4) indie music with dreamy vocals
5) electronic influences in indie tracks"
user_000029/180d/deepseek/user_facing,user_000029,180,deepseek-r1:8b,user_facing,"The user has listened to a collection of indie rock and alternative tracks, spanning various decades from the 1990s to recent releases, with some UK and US artists. There's a strong focus on indie rock, shoegaze, and britpop genres, along with some hip-hop, electronic, and Indian music, though the majority are indie-related."
user_000029/180d/deepseek/rec_optimized,user_000029,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie rock, alternative, shoegaze, dream pop, britpop, electronic, dreamy guitars, ethereal vocals, female vocals, melancholic, atmospheric, loud guitars, bass guitar, drums, female singer, rock, alternative rock, indie pop, UK artists, US artists, Indian music, electronic music, hip-hop
QUERIES:
1) Indie rock songs with loud guitars
2) Shoegaze music similar to Swervedriver
3) Dream pop artists like Asobi Seksu
4) Britpop tracks like Elbow or Doves
5) Electronic indie music with beats"
user_000029/365d/deepseek/user_facing,user_000029,365,deepseek-r1:8b,user_facing,"The user appears to enjoy listening to indie rock music, particularly tracks from artists like The Airborne Toxic Event and Silversun Pickups, often featuring alternative and shoegaze elements. There's a preference for UK and US origin bands with a focus on atmospheric sounds, electronic textures, and sometimes dream pop or female vocalists, as seen in plays of tracks like Grounds For Divorce, Blonde On Blonde, and Sooner."
user_000029/365d/deepseek/rec_optimized,user_000029,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie rock, alternative, shoegaze, britpop, dream pop, electronic, female vocalist, UK artist, US artist, 2000s, 2010s, indie, rock, atmospheric, electronic textures, dreamy vocals, The Airborne Toxic Event, Silversun Pickups, Doves, Elbow, Nada Surf, Swervedriver, Black Rebel Motorcycle Club, Asobi Seksu, The Verve, Earlimart
QUERIES:
1) indie rock with shoegaze influence, dreamy vocals, recent releases
2) atmospheric alternative rock, electronic elements, UK bands
3) high playcount indie tracks, female vocals, electronic textures
4) similar to Silversun Pickups, Doves, or The Verve, indie rock
5) indie rock with shoegaze, alternative, electronic, dream pop"
user_000030/30d/deepseek/user_facing,user_000030,30,deepseek-r1:8b,user_facing,"The user primarily enjoys indie music with electronic and alternative elements, drawn to artists like The Whitest Boy Alive and Animal Collective. Their taste includes genres such as experimental, post-punk, folk, and shoegaze, suggesting an appreciation for diverse, innovative sounds often found in UK and US indie scenes."
user_000030/30d/deepseek/rec_optimized,user_000030,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, experimental, post-punk, folk, shoegaze, space rock, garage punk, proto-punk, ambient, britpop, new wave, trip-hop, indie pop, dream pop, punk, electronic, alternative, female vocalists, punk rock, psychedelic rock, progressive rock, psychedelic, garage rock, lo-fi, 80s, british, rock, composer, film music, classical, trip hop, shoegaze, noise, drone
QUERIES:
1) Indie music artists like Animal Collective
2) Experimental rock songs with electronic elements
3) Post-punk bands similar to The Fall
4) Shoegaze and dream pop tracks from the 2000s
5) Ambient and drone music by experimental artists"
user_000030/90d/deepseek/user_facing,user_000030,90,deepseek-r1:8b,user_facing,"The user appears to have a strong affinity for indie music, particularly enjoying tracks with electronic, pop, or experimental elements, while also appreciating post-punk and shoegaze genres from diverse artists across Europe and North America."
user_000030/90d/deepseek/rec_optimized,user_000030,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, electronic, indie pop, post-punk, shoegaze, experimental, new wave, alternative, norwegian, britpop, 80s, dream pop, psychedelic, female vocalists, britpop, indie rock, chillout, ambient, norwegian, female vocalists, electropop, female vocalists, 80s, female vocalists, female vocalists, female vocalists, female vocalists, female vocalists, female vocalists
QUERIES:
1) indie electronic artists
2) experimental indie pop bands
3) post-punk new wave music
4) shoegaze psychedelic rock
5) norwegian chillout music"
user_000030/180d/deepseek/user_facing,user_000030,180,deepseek-r1:8b,user_facing,"The user has listened to a diverse mix of indie, alternative, and electronic tracks, primarily from the UK and Norway, with some recent releases. They seem to enjoy genres like indie pop, post-punk, shoegaze, and electronic music, often featuring norwegian or indie elements."
user_000030/180d/deepseek/rec_optimized,user_000030,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, norwegian, indie pop, electronic, post-punk, shoegaze, alternative, acoustic, britpop, indie rock, experimental, dream pop, female vocalists, animal collective, british, animal collective, new order, indie, alternative, norwegian, indie rock
QUERIES:
1) norwegian indie artists
2) indie pop 2009
3) post punk bands
4) electronic chillout music
5) indie acoustic singers"
user_000030/365d/deepseek/user_facing,user_000030,365,deepseek-r1:8b,user_facing,"The user consistently plays indie and alternative music, particularly tracks from the UK and Norway released since the 2000s. They favor artists with strong melodic qualities and experimental tendencies, often featuring indie pop, shoegaze, or electronic elements within an alternative framework."
user_000030/365d/deepseek/rec_optimized,user_000030,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, alternative, indie pop, shoegaze, experimental, post-punk, electronic, new wave, 80s, norwegian, female vocalists, britpop, brit, electronic, chillout, ambient, dream pop, psychedelic, post-punk revival, singer-songwriter, norway, united kingdom, united states, animal collective, new order, royksopp, gang of four, the mixer, summertime clothes, happy up here, not a robot but a ghost, blind little rain, far gone and out, microcastle, the perfect kiss, remember me, daniel, the animator, what we all want, the perfect kiss
QUERIES:
1) Indie pop alternative music artists
2) Shoegaze bands with melodic elements
3) Electronic music with ambient textures
4) Female vocalist indie rock songs
5) Norwegian indie experimental tracks"
user_000031/30d/deepseek/user_facing,user_000031,30,deepseek-r1:8b,user_facing,"The user has listened to a diverse mix of music including reggae, punk, rock, classical, medieval, and folk, with some politically conscious themes and collaborations. Their selections span various decades, featuring energetic tracks, instrumental pieces, and songs from both solo artists and bands."
user_000031/30d/deepseek/rec_optimized,user_000031,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: reggae, punk, rock, folk, folk punk, alternative, new wave, post-punk, hip-hop, death metal, black metal, medieval, classical, soul, folk punk, npr, post-punk, 80s, pop, indie rock, alternative rock, hip-hop, reggae, folk, punk, folk punk, post-punk, 80s, british, pop, new wave, post-punk, 80s, british, pop, soul, funk, motown, pop, folk punk, punk, folk, plan-it-x, folk punk, punk, folk, plan-it-x
QUERIES:
1) Reggae, funk, hip-hop, political music
2) Punk rock, post-punk, new wave, 80s
3) Folk punk, folk, punk, plan-it-x
4) Classical, medieval, requiem, requiem mass
5) Alternative rock, new wave, 80s, british pop"
user_000031/90d/deepseek/user_facing,user_000031,90,deepseek-r1:8b,user_facing,"This user has engaged with a diverse range of music, including alternative rock, post-punk, and experimental tracks, showing interest in both international and niche artists like Michael Franti & Spearhead and The Flying Lizards. Their listening history reflects a blend of upbeat and introspective music, with a focus on tracks from the 80s and 2000s that span genres like new wave, hip-hop, and soul, indicating a preference for energetic and culturally rich sounds."
user_000031/90d/deepseek/rec_optimized,user_000031,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: Alternative rock, post-punk, new wave, indie rock, reggae, hip-hop, funk, political, latin, soul, experimental, 80s, medieval, riot grrrl, black metal, female vocalists, npr, podcast, uk artists, us artists, spearhead, xtc, soul coughing, the weakerthans, julieta venegas, michael franti, elgar, varia
QUERIES:
1) 80s alternative rock with strong female vocalists
2) 
3) 
4) 
5)"
user_000031/180d/deepseek/user_facing,user_000031,180,deepseek-r1:8b,user_facing,"The user's listening history reflects a diverse taste in music, prominently featuring genres like reggae, new wave, indie rock, and alternative, with a notable focus on artists from the United States and United Kingdom. The selections also include elements of electronic, classical, and funk, along with a surprising inclusion of a podcast track, suggesting a broad and eclectic musical palate based on the provided evidence."
user_000031/180d/deepseek/rec_optimized,user_000031,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: reggae, new wave, indie rock, alternative, rock, post-punk, experimental, 80s, electronic, classical, funk, soul, metal, hip-hop, germany, united states, united kingdom, germany, austria, podcast, public radio, npr, this american life, medieval, early music, soul, classic rock, alternative rock, death metal, black metal, hip-hop, reggae, indie, alternative, indie rock, post-punk, 80s, british, pop, usa, soul, funk, motown, pop, new wave, post-punk, alternative, 80s, post-punk, alternative, 80s, new wave, post-punk, alternative, 80s, new wave, post-punk, alternative, 80s, new wave, post-punk, alternative, 80s, classic rock, rock, singer-songwriter, british, new wave, 80s, british, pop, soul, funk, motown, pop
QUERIES:
1) Reggae music artists
2) New wave bands
3) Indie rock bands uk
4) Alternative rock singers
5) Electronic music genres"
user_000031/365d/deepseek/user_facing,user_000031,365,deepseek-r1:8b,user_facing,"The user has listened to a diverse mix of tracks, showing an interest in upbeat and genre-blending music from various eras and countries, including several UK-based artists and some unique genre combinations."
user_000031/365d/deepseek/rec_optimized,user_000031,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: new wave, post-punk, 80s, uk artists, alternative rock, indie rock, experimental, funk, reggae, soul, classic rock, death metal, british music, indie, alternative, reggae artist, spearhead, michael franti, soul coughing, stevie wonder
QUERIES:
1) UK new wave post-punk music similar to Xtc
2) Experimental alternative rock like The Flying Lizards
3) 80s alternative rock bands similar to Soul Coughing
4) Reggae influenced artists like Michael Franti
5) Indie rock with political themes like The Weakerthans"
user_000033/30d/deepseek/user_facing,user_000033,30,deepseek-r1:8b,user_facing,"The user consistently engages with rock and alternative music, particularly appreciating strong female vocal performances and artists originating from the United Kingdom and Japan. Their preferences lean towards alternative rock, singer-songwriter styles, and specific subgenres like J-rock, spanning various decades from the 1990s to the 2000s."
user_000033/30d/deepseek/rec_optimized,user_000033,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: rock, alternative, female vocalists, singer-songwriter, alternative rock, j-rock, uk, japanese, irish, acoustic, folk, punk cabaret, metal, instrumental, composer, uk rock, japanese anime, russian
QUERIES:
1) alternative rock bands
2) japanese rock artists
3) female singer songwriters
4) uk alternative music
5) rock music with strong vocals"
user_000033/90d/deepseek/user_facing,user_000033,90,deepseek-r1:8b,user_facing,"The user frequently listens to tracks with Irish connections and a strong singer-songwriter or acoustic focus, including Damien Rice's high-playcount song. There's also interest in female vocalists and alternative rock artists from various countries, suggesting a preference for introspective or genre-diverse music."
user_000033/90d/deepseek/rec_optimized,user_000033,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: Ireland, Damien Rice, singer-songwriter, folk, acoustic, solo female vocals, Irish folk, alternative rock, rock, J-rock, visual kei, Japanese rock, female vocalists, punk cabaret, indie, classic rock, 70s rock, hard rock, female anime vocals, russian
QUERIES:
1) Irish singer-songwriter, Damien Rice similar.
2) Folk music, solo female vocals, irish.
3) Alternative rock, visual kei, japanese rock.
4) Solo female vocals, punk cabaret, indie.
5) J-rock, female vocalist, metal."
user_000033/180d/deepseek/user_facing,user_000033,180,deepseek-r1:8b,user_facing,"This user has a diverse taste in music, favoring singer-songwriter, rock, and alternative genres with a focus on international artists, including several with high playcounts."
user_000033/180d/deepseek/rec_optimized,user_000033,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: singer-songwriter, rock, alternative, folk, electronic, punk cabaret, J-rock, alternative metal, classic rock, j-pop, alternative rock, Ireland, United Kingdom, France, United States, Japan, Iceland, Ukraine, Belgium, female vocalists, visual kei, indie, progressive rock, metal, japanese, irish, 70s, hard rock, punk, cabaret, female, hard, hard rock, visual, kei, punk cabaret, visual kei, japanese, industrial metal, classic rock, hard rock, female vocalists
QUERIES:
1) Singer-songwriter artists from Ireland or France
2) High playcount rock bands with female vocals from UK or Japan
3) Alternative rock albums from 2004 to 2014 with punk cabaret elements
4) J-rock bands with visual kei aesthetics or high playcounts
5) Female vocalist artists with irish or japanese influences and high playcounts"
user_000033/365d/deepseek/user_facing,user_000033,365,deepseek-r1:8b,user_facing,"The user frequently plays tracks with strong vocal performances, often featuring singer-songwriter or alternative rock styles from diverse international artists, suggesting an appreciation for emotionally resonant and genre-blending music with a significant indie or alternative influence."
user_000033/365d/deepseek/rec_optimized,user_000033,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: singer-songwriter, alternative rock, acoustic, female vocalists, indie, rock, Damien Rice, Ireland, Radiohead, Muse, J-rock, visual kei, punk cabaret, folk, electronic, punk, experimental, J-pop, female, punk, Japan, France, United Kingdom, United States, Iceland, Ukraine
QUERIES:
1) Singer-songwriter alternative rock high playcount
2) Female vocalist indie rock international artists
3) Acoustic folk singer-songwriter Damien Rice
4) Alternative rock visual kei J-rock metal
5) Female vocalist experimental electronic alternative"
user_000035/30d/deepseek/user_facing,user_000035,30,deepseek-r1:8b,user_facing,"The user frequently listens to electronic music, particularly techno and house, with a notable interest in tracks featuring Japanese artists or Japanese elements in the genre. High playcounts suggest a preference for specific electronic subgenres like techno, house, and synthpop, often with Japanese connections or influences."
user_000035/30d/deepseek/rec_optimized,user_000035,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, techno, japanese, house, dance, synthpop, italo disco, french house, tech house, idm, ambient, nu jazz, japanese electronic, japan, kentaro motokawa, ken ishii, perf, electronic dance music, edm, japanese techno, japanese house, japanese pop, japanese rock
QUERIES:
1) japanese techno music
2) japanese electronic dance music edm
3) japanese pop electronic
4) japanese techno 2000s
5) japanese electronic artist"
user_000035/90d/deepseek/user_facing,user_000035,90,deepseek-r1:8b,user_facing,"The user enjoys electronic music with a strong techno influence, particularly electro and electronic subgenres, across various origins."
user_000035/90d/deepseek/rec_optimized,user_000035,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, techno, electro, french house, Italo Disco, detroit techno, psychedelic trance, Electroclash, ambient, idm, house, minimal, synthpop, shibuya-kei, japan, swedish, germany, netherlands, usa, kentucky west, ambient, japanese lounge, 8-bit, new rave, video game music, game, classical, electronic music, dance music, techno music, electro music, house music
QUERIES:
1) electro techno music artist
2) japanese electronic techno tracks
3) electroclash electro playlist
4) ambient techno minimal tracks
5) electronic dance music search"
user_000035/180d/deepseek/user_facing,user_000035,180,deepseek-r1:8b,user_facing,"The user has listened to a diverse collection of electronic music, showing a clear preference for techno, electro, and house subgenres, particularly enjoying tracks with Japanese influences or specific artists like Ken Ishii and Crystal Castles. The high playcounts on tracks like ""Winters In The City,"" ""Extra,"" and ""Air War"" suggest a consistent taste for electronic music with melodic or atmospheric elements, while the inclusion of Japanese artists and genres points to an appreciation for specific cultural or stylistic nuances within electronic music."
user_000035/180d/deepseek/rec_optimized,user_000035,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, techno, electro, house, disco, french house, japanese, video game music, psytrance, ambient, idm, shibuya-kei, detroit techno, minimal, 8-bit, new rave, game, kenny d daisuki, crystal castles, legowelt, felix da housecat, ken ishii, vince watson, peter mcconnell, quadra, hystereo, dave carretta, cubismo grafico, jeff mills
QUERIES:
1) <<= 15 words> Kenny D Daisuki Electronic Techno Japanese New Rave Electroclash
2) <<= 15 words> Crystal Castles 8-bit Electro Techno Electroclash Minimal
3) <<= 15 words> Ken Ishii Japanese Techno Psytrance Detroit Techno Ambient
4) <<= 15 words> Hystereo French House Electronic Disco Techno Japanese
5) <<= 15 words> Jeff Mills Detroit Techno Minimal Electronic Japanese Ambient"
user_000035/365d/deepseek/user_facing,user_000035,365,deepseek-r1:8b,user_facing,"The user has listened to a diverse range of electronic music, particularly favoring electronic, techno, and house tracks with moderate playcounts, while also exploring jazz and hip-hop. High engagement is shown with tracks involving electro, ambient, and disco influences, suggesting an appreciation for experimental and danceable electronic sounds."
user_000035/365d/deepseek/rec_optimized,user_000035,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, techno, house, disco, french house, ambient, idm, japanese, electro, psytrance, classical, hip-hop, rap, shibuya-kei, video game music
QUERIES:
1) electronic music
2) techno remixes
3) french house music
4) ambient electronic tracks
5) psytrance albums"
user_000036/30d/deepseek/user_facing,user_000036,30,deepseek-r1:8b,user_facing,"The user appears to enjoy a diverse selection of rock and electronic music, including alternative, punk, and metal genres. Tracks range from established artists like Muse and Tool to more niche acts and artists from various countries. The listening history suggests an interest in experimental sounds within these broad categories."
user_000036/30d/deepseek/rec_optimized,user_000036,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, rock, alternative, punk, metal, progressive rock, synthpop, hardcore punk, progressive metal, latin, reggaeton, hip hop, new wave, post-punk, indie rock, math rock, experimental, noise rock, british, norwegian, australian, chilean, psychedelic, 80s, indie, folk, singer-songwriter, female vocalist, synthwave, garage rock, psychobilly
QUERIES:
1) electronic music, rock, alternative
2) punk rock, metal, progressive rock
3) latin music, reggaeton, hip hop
4) alternative rock, indie rock, post-punk
5) experimental music, electronic, noise"
user_000036/90d/deepseek/user_facing,user_000036,90,deepseek-r1:8b,user_facing,"The user shows a strong affinity for electronic and indie music, particularly with a preference for artists from the United Kingdom and United States, alongside some interest in rock genres and international artists."
user_000036/90d/deepseek/rec_optimized,user_000036,90,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, synthpop, ambient, rock, indie, punk, latin, metal, ska, progressive metal, norwegian, swedish, british, american, chilean, argentinian, mexican, female vocalists, Reggaeton, melodic black metal, singer-songwriter, progressive rock, hardcore punk, alternative, metal
QUERIES:
1) Electronic music with strong beats
2) Indie artists from the United Kingdom
3) Rock music with international influences
4) Latin artists with high energy
5) Metal genres with melodic elements"
user_000036/180d/deepseek/user_facing,user_000036,180,deepseek-r1:8b,user_facing,"The user frequently listens to experimental and electronic music, showing a preference for innovative sounds and international artists, particularly from the UK and Norway. High playcounts suggest a strong affinity for ambient textures, synth-driven elements, and alternative takes on familiar genres, despite the varied origins and release years of the tracks."
user_000036/180d/deepseek/rec_optimized,user_000036,180,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, experimental, ambient, synthpop, electronica, norwegian, swedish, mexican, argentine, chileno, latin, hip hop, indie, rock, alternative, black metal, melodic black metal, symphonic black metal, norwegian black metal, rock argentino, rock en espanol, australian, british, new wave, 80s, indie rock, alternative rock, singer-songwriter, blues, experimental rock, ambient soundscapes, synth-driven, innovative sounds, international artists
QUERIES:
1) electronic music experimental
2) ambient soundscapes synthpop
3) norwegian swedish mexican artists
4) innovative electronic rock
5) experimental soundtracks foreign"
user_000036/365d/deepseek/user_facing,user_000036,365,deepseek-r1:8b,user_facing,"This user consistently listens to electronic and ambient music with a strong preference for international artists, particularly those with experimental or alternative elements. Their selections span various countries, suggesting an appreciation for diverse sounds and genres outside the mainstream."
user_000036/365d/deepseek/rec_optimized,user_000036,365,deepseek-r1:8b,rec_optimized,"KEYWORDS: electronic, ambient, alternative, experimental, synthpop, chillout, norwegian, swedish, mexican, australian, british, rock, indie, rock en espanol, rock chileno, reggaeton, hip hop, black metal, melodic black metal, singer-songwriter, tv on the radio, the knife, fever ray, juan son, royksopp, morrissey, calle 13, pasa esta cancion, nada, if i had a heart, this must be it, la cumbia de los aburridos, papel volando, el mambero, the ancient horadrim, amor amarillo, dancing choose, dirt in the ground, beautiful girl, all you need is me
QUERIES:
1) electronic music, ambient, experimental, norwegian, swedish
2) alternative rock, indie rock, experimental pop, synthpop, ambient
3) international artists, foreign music, global tracks, diverse origins
4) high playcount electronic, ambient, norwegian, swedish tracks
5) chillout, relaxing electronic, ambient lounge, downtempo"
user_000037/30d/deepseek/user_facing,user_000037,30,deepseek-r1:8b,user_facing,"The user appears to enjoy indie music with electronic and experimental elements, often featuring strong vocal performances and international artists from diverse regions like Greece, Norway, France, Italy, and the UK/US. They gravitate towards original sounds rather than mainstream pop, with a preference for both instrumental and vocal-driven tracks."
user_000037/30d/deepseek/rec_optimized,user_000037,30,deepseek-r1:8b,rec_optimized,"KEYWORDS: indie, electronic, singer-songwriter, acoustic, experimental, trip-hop, synthpop, new wave, ambient, french, norwegian, italian, greek, british, scottish, 60s, 80s, chamber pop, piano, male vocalists, female vocalists, deep house, british alternative, chillout, male vocal, indipop
QUERIES:
1) indie electronic music
2) acoustic indie artists
3) experimental female vocalists
4) trip-hop electronic
5) singer-songwriter from Europe"
user_000037/90d/deepseek/user_facing,user_000037,90,deepseek-r1:8b,user_facing,"The user enjoys atmospheric electronic and indie music with emotional depth, drawn to introspective and melodic tracks from various countries, showing a preference for both contemporary and some older releases."
