model,user_id,time_window_days,profile_type,total_claims,unsupported_claims,unsupported_claim_rate,claimed_genres,unsupported_genres,claimed_countries,unsupported_countries,claimed_years,unsupported_years,claimed_artists,unsupported_artists,genre_token_coverage
gemini,user_000056,180,user_facing,8,1,0.125,6,0,1,0,0,0,1,1,0.3181818181818182
gemini,user_000056,180,rec_optimized,25,3,0.12,10,1,3,0,0,0,12,2,0.45454545454545453
gemini,user_000056,365,user_facing,12,2,0.16666666666666666,8,0,2,0,0,0,2,2,0.4090909090909091
gemini,user_000056,365,rec_optimized,32,9,0.28125,25,6,4,0,0,0,3,3,0.9090909090909091
gemini,user_000063,30,user_facing,23,5,0.21739130434782608,16,3,5,0,0,0,2,2,0.3225806451612903
gemini,user_000063,30,rec_optimized,36,6,0.16666666666666666,24,5,3,0,0,0,9,1,0.4838709677419355
gemini,user_000063,90,user_facing,14,1,0.07142857142857142,9,0,3,0,0,0,2,1,0.19230769230769232
gemini,user_000063,90,rec_optimized,41,9,0.21951219512195122,34,6,1,0,0,0,6,3,0.9230769230769231
gemini,user_000063,180,user_facing,14,2,0.14285714285714285,8,0,4,0,0,0,2,2,0.21428571428571427
gemini,user_000063,180,rec_optimized,37,4,0.10810810810810811,24,2,4,0,0,0,9,2,0.6428571428571429
gemini,user_000063,365,user_facing,15,2,0.13333333333333333,9,0,4,0,0,0,2,2,0.25
gemini,user_000063,365,rec_optimized,37,7,0.1891891891891892,26,5,4,0,0,0,7,2,0.5714285714285714
gemini,user_000064,30,user_facing,17,6,0.35294117647058826,13,4,2,0,0,0,2,2,0.25925925925925924
gemini,user_000064,30,rec_optimized,41,12,0.2926829268292683,32,11,3,0,0,0,6,1,0.6296296296296297
gemini,user_000064,90,user_facing,12,2,0.16666666666666666,9,0,1,0,0,0,2,2,0.2692307692307692
gemini,user_000064,90,rec_optimized,34,7,0.20588235294117646,22,6,2,0,2,0,8,1,0.46153846153846156
gemini,user_000064,180,user_facing,15,1,0.06666666666666667,11,0,0,0,0,0,4,1,0.3076923076923077
gemini,user_000064,180,rec_optimized,41,8,0.1951219512195122,27,7,2,0,0,0,12,1,0.5769230769230769
gemini,user_000064,365,user_facing,10,1,0.1,9,0,0,0,0,0,1,1,0.2692307692307692
gemini,user_000064,365,rec_optimized,36,8,0.2222222222222222,30,8,0,0,0,0,6,0,0.6538461538461539
gemini,user_000065,30,user_facing,8,1,0.125,5,0,2,0,0,0,1,1,0.15625
gemini,user_000065,30,rec_optimized,43,13,0.3023255813953488,31,12,1,0,1,0,10,1,0.65625
gemini,user_000065,90,user_facing,12,3,0.25,7,1,3,0,0,0,2,2,0.17647058823529413
gemini,user_000065,90,rec_optimized,35,10,0.2857142857142857,23,8,3,0,0,0,9,2,0.47058823529411764
gemini,user_000065,180,user_facing,17,5,0.29411764705882354,13,3,2,0,0,0,2,2,0.2857142857142857
gemini,user_000065,180,rec_optimized,39,14,0.358974358974359,32,13,2,0,0,0,5,1,0.6
gemini,user_000065,365,user_facing,15,4,0.26666666666666666,9,2,4,0,0,0,2,2,0.17142857142857143
gemini,user_000065,365,rec_optimized,36,10,0.2777777777777778,27,9,3,0,0,0,6,1,0.5428571428571428
gemini,user_000066,30,user_facing,13,4,0.3076923076923077,12,3,0,0,0,0,1,1,0.38095238095238093
gemini,user_000066,30,rec_optimized,26,5,0.19230769230769232,16,4,1,0,0,0,9,1,0.5238095238095238
gemini,user_000066,90,user_facing,9,2,0.2222222222222222,8,1,0,0,0,0,1,1,0.20588235294117646
gemini,user_000066,90,rec_optimized,37,13,0.35135135135135137,30,13,1,0,0,0,6,0,0.5294117647058824
gemini,user_000066,180,user_facing,10,3,0.3,6,1,0,0,0,0,4,2,0.17647058823529413
gemini,user_000066,180,rec_optimized,36,10,0.2777777777777778,26,9,0,0,0,0,10,1,0.5294117647058824
gemini,user_000066,365,user_facing,14,6,0.42857142857142855,11,4,1,0,0,0,2,2,0.23529411764705882
gemini,user_000066,365,rec_optimized,33,10,0.30303030303030304,22,9,1,0,0,0,10,1,0.4411764705882353
gemini,user_000067,30,user_facing,11,2,0.18181818181818182,6,0,3,0,0,0,2,2,0.2727272727272727
gemini,user_000067,30,rec_optimized,24,5,0.20833333333333334,16,3,2,0,0,0,6,2,0.6363636363636364
gemini,user_000067,90,user_facing,13,2,0.15384615384615385,8,0,3,0,0,0,2,2,0.28
gemini,user_000067,90,rec_optimized,36,4,0.1111111111111111,18,2,3,0,2,0,13,2,0.6
gemini,user_000067,180,user_facing,15,2,0.13333333333333333,7,0,2,0,0,0,6,2,0.2413793103448276
gemini,user_000067,180,rec_optimized,25,3,0.12,14,2,2,0,0,0,9,1,0.3793103448275862
gemini,user_000067,365,user_facing,14,2,0.14285714285714285,6,0,2,0,0,0,6,2,0.1724137931034483
gemini,user_000067,365,rec_optimized,22,3,0.13636363636363635,14,2,1,0,0,0,7,1,0.41379310344827586
gemini,user_000068,30,user_facing,19,6,0.3157894736842105,16,4,1,0,0,0,2,2,0.3142857142857143
gemini,user_000068,30,rec_optimized,34,10,0.29411764705882354,27,8,5,0,0,0,2,2,0.5428571428571428
gemini,user_000068,90,user_facing,11,1,0.09090909090909091,5,0,0,0,0,0,6,1,0.17647058823529413
gemini,user_000068,90,rec_optimized,28,4,0.14285714285714285,21,4,1,0,0,0,6,0,0.5
gemini,user_000068,180,user_facing,11,1,0.09090909090909091,6,0,0,0,0,0,5,1,0.20588235294117646
gemini,user_000068,180,rec_optimized,23,1,0.043478260869565216,16,1,0,0,0,0,7,0,0.47058823529411764
gemini,user_000068,365,user_facing,12,1,0.08333333333333333,5,0,0,0,0,0,7,1,0.17647058823529413
gemini,user_000068,365,rec_optimized,26,4,0.15384615384615385,18,4,0,0,0,0,8,0,0.38235294117647056
gemini,user_000069,30,user_facing,12,2,0.16666666666666666,6,1,2,0,0,0,4,1,0.15625
gemini,user_000069,30,rec_optimized,39,9,0.23076923076923078,27,6,2,0,1,0,9,3,0.59375
gemini,user_000069,90,user_facing,11,1,0.09090909090909091,10,0,0,0,0,0,1,1,0.3793103448275862
gemini,user_000069,90,rec_optimized,26,3,0.11538461538461539,16,2,2,0,4,0,4,1,0.5172413793103449
gemini,user_000069,180,user_facing,9,1,0.1111111111111111,8,0,0,0,0,0,1,1,0.29411764705882354
gemini,user_000069,180,rec_optimized,41,6,0.14634146341463414,24,5,2,0,4,0,11,1,0.5294117647058824
gemini,user_000069,365,user_facing,13,4,0.3076923076923077,12,3,0,0,0,0,1,1,0.3235294117647059
gemini,user_000069,365,rec_optimized,33,6,0.18181818181818182,21,6,1,0,6,0,5,0,0.4411764705882353
gemini,user_000072,30,user_facing,18,4,0.2222222222222222,13,2,3,0,0,0,2,2,0.4
gemini,user_000072,30,rec_optimized,30,5,0.16666666666666666,16,4,3,0,0,0,11,1,0.44
gemini,user_000072,90,user_facing,8,1,0.125,4,0,3,0,0,0,1,1,0.21428571428571427
gemini,user_000072,90,rec_optimized,36,11,0.3055555555555556,24,8,4,0,0,0,8,3,0.5357142857142857
gemini,user_000072,180,user_facing,10,4,0.4,7,1,0,0,0,0,3,3,0.24
gemini,user_000072,180,rec_optimized,35,9,0.2571428571428571,27,7,0,0,3,0,5,2,0.72
gemini,user_000072,365,user_facing,11,2,0.18181818181818182,10,1,0,0,0,0,1,1,0.32
gemini,user_000072,365,rec_optimized,35,10,0.2857142857142857,24,7,1,0,0,0,10,3,0.6
gemini,user_000074,30,user_facing,11,1,0.09090909090909091,10,0,0,0,0,0,1,1,0.2894736842105263
gemini,user_000074,30,rec_optimized,22,1,0.045454545454545456,11,0,1,0,0,0,10,1,0.3157894736842105
gemini,user_000074,90,user_facing,11,2,0.18181818181818182,7,0,2,0,0,0,2,2,0.24242424242424243
gemini,user_000074,90,rec_optimized,27,4,0.14814814814814814,16,2,3,0,1,0,7,2,0.45454545454545453
gemini,user_000074,180,user_facing,12,2,0.16666666666666666,7,0,0,0,0,0,5,2,0.25
gemini,user_000074,180,rec_optimized,45,13,0.28888888888888886,35,10,0,0,0,0,10,3,0.90625
gemini,user_000074,365,user_facing,13,1,0.07692307692307693,9,0,3,0,0,0,1,1,0.34375
gemini,user_000074,365,rec_optimized,38,11,0.2894736842105263,31,9,3,0,0,0,4,2,0.8125
gemini,user_000075,30,user_facing,11,1,0.09090909090909091,8,0,0,0,0,0,3,1,0.20833333333333334
gemini,user_000075,30,rec_optimized,28,5,0.17857142857142858,21,5,3,0,0,0,4,0,0.5833333333333334
gemini,user_000075,90,user_facing,17,4,0.23529411764705882,12,3,1,0,0,0,4,1,0.2962962962962963
gemini,user_000075,90,rec_optimized,38,12,0.3157894736842105,31,11,1,0,0,0,6,1,0.7777777777777778
gemini,user_000075,180,user_facing,15,3,0.2,13,2,1,0,0,0,1,1,0.3076923076923077
gemini,user_000075,180,rec_optimized,27,4,0.14814814814814814,21,4,1,0,0,0,5,0,0.5769230769230769
gemini,user_000075,365,user_facing,19,5,0.2631578947368421,15,4,0,0,0,0,4,1,0.3076923076923077
gemini,user_000075,365,rec_optimized,30,5,0.16666666666666666,23,5,1,0,0,0,6,0,0.6153846153846154
gemini,user_000079,30,user_facing,19,7,0.3684210526315789,17,6,0,0,0,0,2,1,0.4
gemini,user_000079,30,rec_optimized,30,9,0.3,24,9,1,0,0,0,5,0,0.5333333333333333
gemini,user_000079,90,user_facing,18,4,0.2222222222222222,11,3,0,0,0,0,7,1,0.27586206896551724
gemini,user_000079,90,rec_optimized,40,12,0.3,35,12,0,0,0,0,5,0,0.7931034482758621
gemini,user_000079,180,user_facing,10,1,0.1,10,1,0,0,0,0,0,0,0.38461538461538464
gemini,user_000079,180,rec_optimized,44,10,0.22727272727272727,29,8,3,0,0,0,12,2,0.8461538461538461
gemini,user_000079,365,user_facing,13,3,0.23076923076923078,7,1,4,0,0,0,2,2,0.23076923076923078
gemini,user_000079,365,rec_optimized,33,7,0.21212121212121213,20,4,4,0,0,0,9,3,0.6538461538461539
gemini,user_000082,30,user_facing,12,4,0.3333333333333333,8,1,1,0,0,0,3,3,0.30303030303030304
gemini,user_000082,30,rec_optimized,25,3,0.12,14,1,2,0,0,0,9,2,0.5454545454545454
gemini,user_000082,90,user_facing,12,3,0.25,6,0,0,0,0,0,6,3,0.22580645161290322
gemini,user_000082,90,rec_optimized,32,5,0.15625,14,2,6,0,0,0,12,3,0.45161290322580644
gemini,user_000082,180,user_facing,12,1,0.08333333333333333,8,0,1,0,2,0,1,1,0.2727272727272727
gemini,user_000082,180,rec_optimized,31,2,0.06451612903225806,15,0,1,0,2,0,13,2,0.5151515151515151
gemini,user_000082,365,user_facing,15,3,0.2,8,0,4,0,0,0,3,3,0.30303030303030304
gemini,user_000082,365,rec_optimized,35,8,0.22857142857142856,25,6,3,0,0,0,7,2,0.696969696969697
gemini,user_000083,30,user_facing,18,3,0.16666666666666666,17,2,0,0,0,0,1,1,0.325
gemini,user_000083,30,rec_optimized,38,8,0.21052631578947367,30,6,1,0,0,0,7,2,0.55
gemini,user_000083,90,user_facing,8,2,0.25,7,1,0,0,0,0,1,1,0.17142857142857143
gemini,user_000083,90,rec_optimized,30,5,0.16666666666666666,20,3,0,0,0,0,10,2,0.42857142857142855
gemini,user_000083,180,user_facing,12,2,0.16666666666666666,6,1,0,0,0,0,6,1,0.15625
gemini,user_000083,180,rec_optimized,32,7,0.21875,23,5,0,0,0,0,9,2,0.5
gemini,user_000083,365,user_facing,10,2,0.2,9,1,0,0,0,0,1,1,0.25
gemini,user_000083,365,rec_optimized,39,9,0.23076923076923078,33,8,0,0,0,0,6,1,0.71875
gemini,user_000084,30,user_facing,10,1,0.1,5,0,0,0,2,0,3,1,0.15151515151515152
gemini,user_000084,30,rec_optimized,33,3,0.09090909090909091,17,1,2,0,3,1,11,1,0.5151515151515151
gemini,user_000084,90,user_facing,19,4,0.21052631578947367,12,1,2,0,0,0,5,3,0.34375
gemini,user_000084,90,rec_optimized,33,4,0.12121212121212122,26,3,2,0,2,0,3,1,0.6875
gemini,user_000084,180,user_facing,12,1,0.08333333333333333,9,1,0,0,0,0,3,0,0.2702702702702703
gemini,user_000084,180,rec_optimized,29,2,0.06896551724137931,20,2,1,0,1,0,7,0,0.6756756756756757
gemini,user_000084,365,user_facing,14,2,0.14285714285714285,10,1,0,0,1,0,3,1,0.2972972972972973
gemini,user_000084,365,rec_optimized,21,1,0.047619047619047616,12,1,1,0,1,0,7,0,0.40540540540540543
gemini,user_000085,30,user_facing,15,1,0.06666666666666667,8,0,1,0,0,0,6,1,0.3793103448275862
gemini,user_000085,30,rec_optimized,25,2,0.08,16,2,1,0,0,0,8,0,0.5517241379310345
gemini,user_000085,90,user_facing,15,2,0.13333333333333333,13,1,1,0,0,0,1,1,0.4166666666666667
gemini,user_000085,90,rec_optimized,31,3,0.0967741935483871,20,2,6,0,0,0,5,1,0.6666666666666666
gemini,user_000085,180,user_facing,14,3,0.21428571428571427,12,2,1,0,0,0,1,1,0.3225806451612903
gemini,user_000085,180,rec_optimized,32,7,0.21875,28,7,1,0,0,0,3,0,0.6774193548387096
gemini,user_000085,365,user_facing,17,3,0.17647058823529413,13,2,3,0,0,0,1,1,0.3548387096774194
gemini,user_000085,365,rec_optimized,37,6,0.16216216216216217,25,6,4,0,0,0,8,0,0.6129032258064516
gemini,user_000086,30,user_facing,17,4,0.23529411764705882,13,3,0,0,0,0,4,1,0.21621621621621623
gemini,user_000086,30,rec_optimized,42,10,0.23809523809523808,32,9,2,0,0,0,8,1,0.6486486486486487
gemini,user_000086,90,user_facing,18,3,0.16666666666666666,13,2,4,0,0,0,1,1,0.3333333333333333
gemini,user_000086,90,rec_optimized,26,4,0.15384615384615385,15,2,1,0,0,0,10,2,0.43333333333333335
gemini,user_000086,180,user_facing,13,1,0.07692307692307693,9,0,3,0,0,0,1,1,0.3
gemini,user_000086,180,rec_optimized,49,13,0.2653061224489796,37,10,3,0,0,0,9,3,0.8333333333333334
gemini,user_000086,365,user_facing,9,0,0.0,9,0,0,0,0,0,0,0,0.3
gemini,user_000086,365,rec_optimized,41,10,0.24390243902439024,34,9,6,0,0,0,1,1,0.8
gemini,user_000087,30,user_facing,16,4,0.25,10,1,2,0,0,0,4,3,0.22857142857142856
gemini,user_000087,30,rec_optimized,33,4,0.12121212121212122,23,2,3,0,0,0,7,2,0.5714285714285714
gemini,user_000087,90,user_facing,12,2,0.16666666666666666,7,0,3,0,0,0,2,2,0.17647058823529413
gemini,user_000087,90,rec_optimized,43,12,0.27906976744186046,38,10,3,0,0,0,2,2,0.7352941176470589
gemini,user_000087,180,user_facing,10,1,0.1,6,0,3,0,0,0,1,1,0.2
gemini,user_000087,180,rec_optimized,32,3,0.09375,23,2,3,0,0,0,6,1,0.6
gemini,user_000087,365,user_facing,15,1,0.06666666666666667,14,0,0,0,0,0,1,1,0.36
gemini,user_000087,365,rec_optimized,33,9,0.2727272727272727,29,7,2,0,0,0,2,2,0.64
llama,user_000001,30,user_facing,5,3,0.6,4,2,1,1,0,0,0,0,0.08108108108108109
llama,user_000001,30,rec_optimized,13,3,0.23076923076923078,12,2,1,1,0,0,0,0,0.2702702702702703
llama,user_000001,90,user_facing,16,4,0.25,11,3,1,0,0,0,4,1,0.23809523809523808
llama,user_000001,90,rec_optimized,15,5,0.3333333333333333,12,3,2,1,0,0,1,1,0.2619047619047619
llama,user_000001,180,user_facing,11,1,0.09090909090909091,7,1,1,0,0,0,3,0,0.15384615384615385
llama,user_000001,180,rec_optimized,24,7,0.2916666666666667,22,6,1,0,0,0,1,1,0.46153846153846156
llama,user_000001,365,user_facing,15,6,0.4,12,4,1,0,0,0,2,2,0.20512820512820512
llama,user_000001,365,rec_optimized,23,6,0.2608695652173913,21,5,1,0,0,0,1,1,0.48717948717948717
llama,user_000002,30,user_facing,19,4,0.21052631578947367,15,3,0,0,0,0,4,1,0.2962962962962963
llama,user_000002,30,rec_optimized,14,3,0.21428571428571427,13,2,0,0,0,0,1,1,0.25925925925925924
llama,user_000002,90,user_facing,13,2,0.15384615384615385,5,1,0,0,0,0,8,1,0.14814814814814814
llama,user_000002,90,rec_optimized,12,4,0.3333333333333333,12,4,0,0,0,0,0,0,0.3333333333333333
llama,user_000002,180,user_facing,16,3,0.1875,14,3,0,0,0,0,2,0,0.3333333333333333
llama,user_000002,180,rec_optimized,18,5,0.2777777777777778,18,5,0,0,0,0,0,0,0.4074074074074074
llama,user_000002,365,user_facing,8,1,0.125,4,1,0,0,0,0,4,0,0.14814814814814814
llama,user_000002,365,rec_optimized,14,4,0.2857142857142857,14,4,0,0,0,0,0,0,0.3333333333333333
llama,user_000003,30,user_facing,11,2,0.18181818181818182,7,1,0,0,0,0,4,1,0.15625
llama,user_000003,30,rec_optimized,10,1,0.1,8,1,0,0,0,0,2,0,0.1875
llama,user_000003,90,user_facing,8,1,0.125,4,0,0,0,0,0,4,1,0.13793103448275862
llama,user_000003,90,rec_optimized,7,0,0.0,7,0,0,0,0,0,0,0,0.1724137931034483
llama,user_000003,180,user_facing,15,0,0.0,8,0,0,0,0,0,7,0,0.20689655172413793
llama,user_000003,180,rec_optimized,17,3,0.17647058823529413,16,2,0,0,0,0,1,1,0.3793103448275862
llama,user_000003,365,user_facing,9,1,0.1111111111111111,7,1,0,0,0,0,2,0,0.1724137931034483
llama,user_000003,365,rec_optimized,14,2,0.14285714285714285,11,2,0,0,0,0,3,0,0.2413793103448276
llama,user_000004,30,user_facing,8,3,0.375,5,2,0,0,0,0,3,1,0.13636363636363635
llama,user_000004,30,rec_optimized,16,9,0.5625,15,8,0,0,0,0,1,1,0.36363636363636365
llama,user_000004,90,user_facing,4,1,0.25,2,0,0,0,0,0,2,1,0.10714285714285714
llama,user_000004,90,rec_optimized,12,3,0.25,8,2,0,0,0,0,4,1,0.2857142857142857
llama,user_000004,180,user_facing,16,7,0.4375,12,6,0,0,0,0,4,1,0.17857142857142858
llama,user_000004,180,rec_optimized,24,9,0.375,18,8,0,0,0,0,6,1,0.39285714285714285
llama,user_000004,365,user_facing,4,1,0.25,4,1,0,0,0,0,0,0,0.17857142857142858
llama,user_000004,365,rec_optimized,15,5,0.3333333333333333,14,4,0,0,0,0,1,1,0.39285714285714285
llama,user_000005,30,user_facing,7,4,0.5714285714285714,6,3,0,0,0,0,1,1,0.1
llama,user_000005,30,rec_optimized,20,6,0.3,20,6,0,0,0,0,0,0,0.5
llama,user_000005,90,user_facing,7,0,0.0,3,0,0,0,0,0,4,0,0.125
llama,user_000005,90,rec_optimized,19,11,0.5789473684210527,19,11,0,0,0,0,0,0,0.25
llama,user_000005,180,user_facing,10,2,0.2,10,2,0,0,0,0,0,0,0.2702702702702703
llama,user_000005,180,rec_optimized,16,1,0.0625,13,1,0,0,0,0,3,0,0.40540540540540543
llama,user_000005,365,user_facing,9,3,0.3333333333333333,6,2,0,0,0,0,3,1,0.13513513513513514
llama,user_000005,365,rec_optimized,22,4,0.18181818181818182,18,4,0,0,0,0,4,0,0.43243243243243246
llama,user_000008,30,user_facing,3,1,0.3333333333333333,3,1,0,0,0,0,0,0,0.125
llama,user_000008,30,rec_optimized,25,7,0.28,10,4,0,0,0,0,15,3,0.21875
llama,user_000008,90,user_facing,10,3,0.3,9,2,0,0,0,0,1,1,0.16666666666666666
llama,user_000008,90,rec_optimized,16,4,0.25,16,4,0,0,0,0,0,0,0.2777777777777778
llama,user_000008,180,user_facing,8,2,0.25,7,1,0,0,0,0,1,1,0.13513513513513514
llama,user_000008,180,rec_optimized,29,9,0.3103448275862069,20,7,0,0,0,0,9,2,0.32432432432432434
llama,user_000008,365,user_facing,11,2,0.18181818181818182,9,2,0,0,0,0,2,0,0.16216216216216217
llama,user_000008,365,rec_optimized,11,2,0.18181818181818182,11,2,0,0,0,0,0,0,0.21621621621621623
llama,user_000009,30,user_facing,7,2,0.2857142857142857,7,2,0,0,0,0,0,0,0.16666666666666666
llama,user_000009,30,rec_optimized,22,9,0.4090909090909091,15,9,0,0,0,0,7,0,0.2
llama,user_000009,90,user_facing,1,1,1.0,1,1,0,0,0,0,0,0,0.0
llama,user_000009,90,rec_optimized,24,9,0.375,23,8,0,0,0,0,1,1,0.3548387096774194
llama,user_000009,180,user_facing,9,5,0.5555555555555556,9,5,0,0,0,0,0,0,0.12
llama,user_000009,180,rec_optimized,10,1,0.1,10,1,0,0,0,0,0,0,0.28
llama,user_000009,365,user_facing,18,5,0.2777777777777778,16,5,0,0,0,0,2,0,0.32
llama,user_000009,365,rec_optimized,20,5,0.25,20,5,0,0,0,0,0,0,0.44
llama,user_000012,30,user_facing,10,3,0.3,10,3,0,0,0,0,0,0,0.21212121212121213
llama,user_000012,30,rec_optimized,20,7,0.35,17,7,0,0,0,0,3,0,0.3333333333333333
llama,user_000012,90,user_facing,3,0,0.0,3,0,0,0,0,0,0,0,0.06818181818181818
llama,user_000012,90,rec_optimized,42,19,0.4523809523809524,38,17,1,0,0,0,3,2,0.5227272727272727
llama,user_000012,180,user_facing,8,1,0.125,8,1,0,0,0,0,0,0,0.11904761904761904
llama,user_000012,180,rec_optimized,20,5,0.25,18,3,0,0,0,0,2,2,0.3333333333333333
llama,user_000012,365,user_facing,6,1,0.16666666666666666,3,1,0,0,0,0,3,0,0.047619047619047616
llama,user_000012,365,rec_optimized,24,8,0.3333333333333333,18,6,2,0,2,0,2,2,0.2619047619047619
llama,user_000015,30,user_facing,16,3,0.1875,11,2,4,0,0,0,1,1,0.32142857142857145
llama,user_000015,30,rec_optimized,27,6,0.2222222222222222,19,5,4,0,0,0,4,1,0.39285714285714285
llama,user_000015,90,user_facing,7,3,0.42857142857142855,4,2,0,0,0,0,3,1,0.07407407407407407
llama,user_000015,90,rec_optimized,12,4,0.3333333333333333,10,4,0,0,0,0,2,0,0.2222222222222222
llama,user_000015,180,user_facing,14,4,0.2857142857142857,8,4,2,0,0,0,4,0,0.19230769230769232
llama,user_000015,180,rec_optimized,16,5,0.3125,13,4,2,0,0,0,1,1,0.34615384615384615
llama,user_000015,365,user_facing,7,0,0.0,7,0,0,0,0,0,0,0,0.23076923076923078
llama,user_000015,365,rec_optimized,21,6,0.2857142857142857,20,5,0,0,0,0,1,1,0.46153846153846156
llama,user_000016,30,user_facing,4,1,0.25,4,1,0,0,0,0,0,0,0.10714285714285714
llama,user_000016,30,rec_optimized,20,7,0.35,20,7,0,0,0,0,0,0,0.42857142857142855
llama,user_000016,90,user_facing,13,2,0.15384615384615385,8,2,0,0,0,0,5,0,0.16666666666666666
llama,user_000016,90,rec_optimized,17,4,0.23529411764705882,12,4,0,0,0,0,5,0,0.25
llama,user_000016,180,user_facing,12,1,0.08333333333333333,7,1,0,0,0,0,5,0,0.17391304347826086
llama,user_000016,180,rec_optimized,9,1,0.1111111111111111,7,0,1,0,0,0,1,1,0.21739130434782608
llama,user_000016,365,user_facing,12,2,0.16666666666666666,8,2,0,0,0,0,4,0,0.17391304347826086
llama,user_000016,365,rec_optimized,14,4,0.2857142857142857,11,4,0,0,0,0,3,0,0.21739130434782608
llama,user_000017,30,user_facing,7,0,0.0,5,0,0,0,0,0,2,0,0.21739130434782608
llama,user_000017,30,rec_optimized,10,1,0.1,8,0,1,0,0,0,1,1,0.43478260869565216
llama,user_000017,90,user_facing,16,5,0.3125,13,5,0,0,0,0,3,0,0.5789473684210527
llama,user_000017,90,rec_optimized,13,2,0.15384615384615385,9,2,0,0,0,0,4,0,0.42105263157894735
llama,user_000017,180,user_facing,11,2,0.18181818181818182,9,2,0,0,0,0,2,0,0.4
llama,user_000017,180,rec_optimized,10,2,0.2,7,1,0,0,1,1,2,0,0.3333333333333333
llama,user_000017,365,user_facing,17,6,0.35294117647058826,17,6,0,0,0,0,0,0,0.6666666666666666
llama,user_000017,365,rec_optimized,30,7,0.23333333333333334,14,5,0,0,0,0,16,2,0.5333333333333333
llama,user_000020,30,user_facing,6,0,0.0,5,0,1,0,0,0,0,0,0.2857142857142857
llama,user_000020,30,rec_optimized,13,1,0.07692307692307693,12,1,1,0,0,0,0,0,0.5238095238095238
llama,user_000020,90,user_facing,8,2,0.25,5,2,1,0,0,0,2,0,0.17391304347826086
llama,user_000020,90,rec_optimized,11,5,0.45454545454545453,9,4,1,0,0,0,1,1,0.30434782608695654
llama,user_000020,180,user_facing,4,0,0.0,3,0,1,0,0,0,0,0,0.17391304347826086
llama,user_000020,180,rec_optimized,27,5,0.18518518518518517,10,4,1,0,0,0,16,1,0.30434782608695654
llama,user_000020,365,user_facing,20,1,0.05,8,1,1,0,0,0,11,0,0.34782608695652173
llama,user_000020,365,rec_optimized,13,4,0.3076923076923077,12,4,1,0,0,0,0,0,0.34782608695652173
llama,user_000021,30,user_facing,18,7,0.3888888888888889,15,6,2,0,0,0,1,1,0.2916666666666667
llama,user_000021,30,rec_optimized,22,9,0.4090909090909091,17,7,1,0,2,0,2,2,0.3333333333333333
llama,user_000021,90,user_facing,8,1,0.125,8,1,0,0,0,0,0,0,0.21052631578947367
llama,user_000021,90,rec_optimized,10,0,0.0,8,0,0,0,0,0,2,0,0.3157894736842105
llama,user_000021,180,user_facing,9,3,0.3333333333333333,9,3,0,0,0,0,0,0,0.22727272727272727
llama,user_000021,180,rec_optimized,25,9,0.36,22,7,1,0,0,0,2,2,0.45454545454545453
llama,user_000021,365,user_facing,11,1,0.09090909090909091,7,1,0,0,0,0,4,0,0.18181818181818182
llama,user_000021,365,rec_optimized,24,4,0.16666666666666666,20,4,0,0,0,0,4,0,0.5454545454545454
llama,user_000022,30,user_facing,6,2,0.3333333333333333,3,1,0,0,0,0,3,1,0.13793103448275862
llama,user_000022,30,rec_optimized,12,5,0.4166666666666667,12,5,0,0,0,0,0,0,0.3103448275862069
llama,user_000022,90,user_facing,15,6,0.4,14,5,0,0,0,0,1,1,0.3225806451612903
llama,user_000022,90,rec_optimized,27,14,0.5185185185185185,27,14,0,0,0,0,0,0,0.41935483870967744
llama,user_000022,180,user_facing,25,10,0.4,18,8,3,0,2,0,2,2,0.3448275862068966
llama,user_000022,180,rec_optimized,35,15,0.42857142857142855,27,12,0,0,0,0,8,3,0.5172413793103449
llama,user_000022,365,user_facing,8,2,0.25,7,1,0,0,0,0,1,1,0.2413793103448276
llama,user_000022,365,rec_optimized,27,13,0.48148148148148145,27,13,0,0,0,0,0,0,0.4482758620689655
llama,user_000023,30,user_facing,9,3,0.3333333333333333,8,2,0,0,0,0,1,1,0.15
llama,user_000023,30,rec_optimized,18,4,0.2222222222222222,14,2,0,0,0,0,4,2,0.325
llama,user_000023,90,user_facing,10,4,0.4,7,3,0,0,0,0,3,1,0.13157894736842105
llama,user_000023,90,rec_optimized,16,5,0.3125,14,3,0,0,0,0,2,2,0.34210526315789475
llama,user_000023,180,user_facing,9,2,0.2222222222222222,8,1,0,0,0,0,1,1,0.20930232558139536
llama,user_000023,180,rec_optimized,12,5,0.4166666666666667,9,3,0,0,1,1,2,1,0.20930232558139536
llama,user_000023,365,user_facing,2,0,0.0,2,0,0,0,0,0,0,0,0.046511627906976744
llama,user_000023,365,rec_optimized,10,2,0.2,5,2,0,0,0,0,5,0,0.11627906976744186
llama,user_000024,30,user_facing,10,4,0.4,10,4,0,0,0,0,0,0,0.3333333333333333
llama,user_000024,30,rec_optimized,15,5,0.3333333333333333,12,4,0,0,0,0,3,1,0.5333333333333333
llama,user_000024,90,user_facing,16,6,0.375,9,3,0,0,3,1,4,2,0.3333333333333333
llama,user_000024,90,rec_optimized,24,14,0.5833333333333334,21,12,0,0,0,0,3,2,0.4666666666666667
llama,user_000024,180,user_facing,16,7,0.4375,13,7,0,0,0,0,3,0,0.38461538461538464
llama,user_000024,180,rec_optimized,23,14,0.6086956521739131,21,12,0,0,0,0,2,2,0.6153846153846154
llama,user_000024,365,user_facing,9,3,0.3333333333333333,9,3,0,0,0,0,0,0,0.38461538461538464
